id,titulo,empresa,ubicacion,modalidad,salario_min,salario_max,descripcion,requisitos,url,estado,area
vac_075,Arquitecto Residente de Obra,Constructora Bolívar,"Medellín, Antioquia",hibrido,2601225,4615780,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Constructora Bolívar es una de las organizaciones líderes en su sector en Colombia.",interventoría; planos; presupuestos; pensamiento crítico,https://empleos.constructora-bolívar.com.co/oferta/7895,activa,arquitectura
vac_076,Contador Público Junior,Scotiabank Colpatria,"Bogotá, Cundinamarca",remoto,10477571,12114626,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Scotiabank Colpatria es una de las organizaciones líderes en su sector en Colombia.,niif; siigo; siesa; impuestos; orientación al detalle; proactividad,https://empleos.scotiabank-colpatria.com.co/oferta/1539,activa,economia_finanzas
vac_077,Auditor Senior,Davivienda,"Medellín, Antioquia",hibrido,3510921,4300408,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Davivienda es una de las organizaciones líderes en su sector en Colombia.,auditoría interna; control interno; coso; trabajo en equipo; resolución de problemas,https://empleos.davivienda.com.co/oferta/7698,activa,economia_finanzas
vac_078,Médico General,Audifarma,"Bogotá, Cundinamarca",hibrido,3708293,4587371,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Audifarma es una de las organizaciones líderes en su sector en Colombia.,medicina general; atención primaria; historia clínica; proactividad,https://empleos.audifarma.com.co/oferta/2646,inactiva,salud
vac_079,Profesor Universitario Tiempo Completo Senior,Universidad Nacional,"Bogotá, Cundinamarca",hibrido,3588643,5924378,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Universidad Nacional es una de las organizaciones líderes en su sector en Colombia.",investigación; publicaciones; phd; pensamiento crítico,https://empleos.universidad-nacional.com.co/oferta/5668,activa,educacion
vac_080,Ingeniero de Calidad Semi-Senior,Cerrejón,"Cartagena, Bolívar",presencial,7102841,8714350,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Cerrejón es una de las organizaciones líderes en su sector en Colombia.,iso 9001; auditorías; gestión de calidad; comunicación efectiva; resolución de problemas,https://empleos.cerrejón.com.co/oferta/7249,activa,ingenierias
vac_081,Supervisor de Obra,Alpina,"Pereira, Risaralda",hibrido,7871857,8772736,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Alpina es una de las organizaciones líderes en su sector en Colombia.,lectura de planos; topografía; presupuestos; trabajo en equipo; orientación al detalle,https://empleos.alpina.com.co/oferta/2020,activa,ingenierias
vac_082,Diseñador de Producto Físico,Lemon Brand,"Medellín, Antioquia",presencial,7207333,8629920,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Lemon Brand es una de las organizaciones líderes en su sector en Colombia.",solidworks; keyshot; prototipos; orientación al detalle,https://empleos.lemon-brand.com.co/oferta/3611,activa,diseno
vac_083,Site Reliability Engineer,Truora,"Bogotá, Cundinamarca",presencial,11137467,14111223,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Truora es una de las organizaciones líderes en su sector en Colombia.,kubernetes; prometheus; go; linux; pensamiento crítico,https://empleos.truora.com.co/oferta/2880,activa,tecnologia
vac_084,Diseñador Gráfico Senior,WPP Colombia,"Cali, Valle del Cauca",presencial,8753305,9902607,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. WPP Colombia es una de las organizaciones líderes en su sector en Colombia.",illustrator; photoshop; indesign; branding; proactividad,https://empleos.wpp-colombia.com.co/oferta/5934,activa,diseno
vac_085,Mobile Developer iOS,Rappi,"Cali, Valle del Cauca",hibrido,6046554,6762043,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Rappi es una de las organizaciones líderes en su sector en Colombia.,swift; swiftui; xcode; rest api; trabajo en equipo; proactividad,https://empleos.rappi.com.co/oferta/7565,activa,tecnologia
vac_086,Tutor de Tesis,Gimnasio Moderno,"Bogotá, Cundinamarca",presencial,6134388,7448150,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Gimnasio Moderno es una de las organizaciones líderes en su sector en Colombia.",metodología investigación; redacción académica; pensamiento crítico; resolución de problemas,https://empleos.gimnasio-moderno.com.co/oferta/7256,inactiva,educacion
vac_087,Productor Audiovisual Senior,RCN Radio,"Pereira, Risaralda",presencial,6837418,7875320,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. RCN Radio es una de las organizaciones líderes en su sector en Colombia.",preproducción; rodaje; postproducción; orientación al detalle; trabajo en equipo,https://empleos.rcn-radio.com.co/oferta/9232,activa,comunicacion
vac_088,Editor de Video,Federación Colombiana de Periodistas,"Medellín, Antioquia",presencial,2503621,3907356,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. Federación Colombiana de Periodistas es una de las organizaciones líderes en su sector en Colombia.",premiere; after effects; color grading; proactividad; trabajo en equipo,https://empleos.federación-colombiana-de-periodistas.com.co/oferta/8370,activa,comunicacion
vac_089,Auxiliar de Cocina,Despegar Colombia,"Bogotá, Cundinamarca",presencial,3507030,4008234,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Despegar Colombia es una de las organizaciones líderes en su sector en Colombia.,preparación; buenas prácticas de manufactura; resolución de problemas,https://empleos.despegar-colombia.com.co/oferta/7544,activa,hospitalidad_turismo
vac_090,Programa Trainee Operaciones,Argos,"Bogotá, Cundinamarca",hibrido,1956883,3214777,Programa de talento joven diseñado para que recién egresados y practicantes desarrollen su carrera en una empresa líder del país. Argos es una de las organizaciones líderes en su sector en Colombia.,recién egresado; operaciones; indicadores; comunicación efectiva,https://empleos.argos.com.co/oferta/1057,activa,trainees_practicas
vac_091,Abogado Litigante Civil,Holland & Knight,"Bogotá, Cundinamarca",hibrido,8058048,10188119,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Holland & Knight es una de las organizaciones líderes en su sector en Colombia.,litigios; audiencias; código general del proceso; resolución de problemas,https://empleos.holland-and-knight.com.co/oferta/6766,activa,derecho
vac_092,Chef de Cocina,Despegar Colombia,Remoto - Colombia,hibrido,3708855,6635811,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Despegar Colombia es una de las organizaciones líderes en su sector en Colombia.,alta cocina; manejo de personal; costeo de menús; pensamiento crítico,https://empleos.despegar-colombia.com.co/oferta/7201,activa,hospitalidad_turismo
vac_093,Especialista en Educación STEM,Externado,"Cali, Valle del Cauca",hibrido,4635735,6393844,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Externado es una de las organizaciones líderes en su sector en Colombia.",robótica; scratch; lego; resolución de problemas,https://empleos.externado.com.co/oferta/9335,activa,educacion
vac_094,Practicante de Recursos Humanos,Argos,"Bogotá, Cundinamarca",hibrido,2146677,2670796,Programa de talento joven diseñado para que recién egresados y practicantes desarrollen su carrera en una empresa líder del país. Argos es una de las organizaciones líderes en su sector en Colombia.,psicología; selección; bienestar; comunicación efectiva; proactividad,https://empleos.argos.com.co/oferta/8794,activa,trainees_practicas
vac_095,Psicólogo Clínico,Hospital Pablo Tobón Uribe,"Bogotá, Cundinamarca",presencial,3999169,6950991,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Hospital Pablo Tobón Uribe es una de las organizaciones líderes en su sector en Colombia.,terapia cognitiva; evaluación psicológica; trabajo en equipo; comunicación efectiva,https://empleos.hospital-pablo-tobón-uribe.com.co/oferta/8724,activa,salud
vac_096,QA Automation Engineer,Pragma,Remoto - Colombia,hibrido,11720743,12268897,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Pragma es una de las organizaciones líderes en su sector en Colombia.,selenium; cypress; python; ci/cd; proactividad,https://empleos.pragma.com.co/oferta/9797,inactiva,tecnologia
vac_097,Camarero / Mesero Semi-Senior,Wingo,"Medellín, Antioquia",presencial,7347341,8065666,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Wingo es una de las organizaciones líderes en su sector en Colombia.,servicio en sala; inglés básico; trabajo en equipo; trabajo en equipo,https://empleos.wingo.com.co/oferta/3381,activa,hospitalidad_turismo
vac_098,Analista de Riesgos Crediticios,Deloitte,"Bogotá, Cundinamarca",presencial,7717344,8709821,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Deloitte es una de las organizaciones líderes en su sector en Colombia.,riesgo de crédito; sas; python; resolución de problemas; orientación al detalle,https://empleos.deloitte.com.co/oferta/4618,activa,economia_finanzas
vac_099,Corresponsal Internacional,Revista Dinero,"Bogotá, Cundinamarca",presencial,8794905,10375839,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. Revista Dinero es una de las organizaciones líderes en su sector en Colombia.",inglés c1; geopolítica; redacción; trabajo en equipo; resolución de problemas,https://empleos.revista-dinero.com.co/oferta/4259,activa,comunicacion
vac_100,Actuario,Credicorp Capital,"Medellín, Antioquia",presencial,5375339,6222149,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Credicorp Capital es una de las organizaciones líderes en su sector en Colombia.,modelos actuariales; solvencia ii; python; proactividad; resolución de problemas,https://empleos.credicorp-capital.com.co/oferta/2562,activa,economia_finanzas
